Unnamed: 0,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,anio,grupo_anio,es0,track_popularity_bins
450,D8uSuc6N/LJG0BXTQlmoEwuhw38TfgaValSJ0viZhpI2sl0sG6xlHrfYpsxQrCto,t7Ie+GAnKJduf7GNfi59M6fx8uTJZ3tcvrWbnN8MKew=,DYN4dRbPf4A6kHyz9QbwenB3TOSWERBoVY5+tSFRGQk=,65,C+nOcQEFhPt/up/FKCT+XhMpDvPgqRW+DIjQv+N5o7Epow2fP9lWWz73uRi0AFOv,W/37SJk89BGqkp1+H4+RXsxh8jFukaaegwoz/D48d2zd69xHIbxE3rhNMWNOxUuUlDULan7+CXerlM4wIrUBig==,2019-09-22,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.76,0.887,9,-1.993,1,0.0409,0.037,0.0,0.138,0.24,130.018,193160.0,2019,2019,0,"(60.0, 70.0]"
451,gkRPeo12AkA/MZ/rZLUsXoHXiOlT32/N4Eho2hNJOHcTRrQVqbtIubaL5IgmCqiZ,46d0hGPg+e7LPlj/mSkKxF7YSN1U9ukid/D4+Xhg69Y=,AnkJYBQpn6snyW1IjmzPCVEQG2gVmmmMuw1T3fNNXic=,75,ma9CQtQqlMTJ3TWWPu8glTAFwpI941Fo4CSr5x6i1gcYOspZaGLOzAisXMgXZG3v,46d0hGPg+e7LPlj/mSkKxF7YSN1U9ukid/D4+Xhg69Y=,2018-11-03,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,191100.0,2018,2018,0,"(70.0, 80.0]"
452,AbY+abbVTSAuxATLWPmKE3lfBQlu4Bh356nnfnmSGw9/38EHCNKjvdi42QV4fNxh,TTe7QJyMhgYCCAspivD5U/J6fkoEYC4igFv9t/qS2QtrHI2qO9hstWY975IEroCZ,yzXcN8/6SO9YNuzmgnP0IjQUkShdVfttBAFYJmiWdq8=,69,YUeK7PPnifFKJ3PmS85b22ykbETW597WgvRA2hZRF0PbG9mxMARpiHVFoU89jL0a,TTe7QJyMhgYCCAspivD5U/J6fkoEYC4igFv9t/qS2QtrHI2qO9hstWY975IEroCZ,2019-12-06,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.737,0.764,0,-5.511,1,0.0947,0.111,0.0,0.0423,0.924,92.044,166213.0,2019,2019,0,"(60.0, 70.0]"
453,r8ikckdh5S4IJ2dHpVfTMdPPnSdNmcvG+0o7kQsuSDtcajhMMH5wmYzSs1alNy3Q,lcis9zQnA1Qu8luRuMkNDMy+kaQrlHGywR8yEohshf8lh52k6Yy87G9pCoqJXeMH,tTAUDtG4NSAxNb4HZkCoJ6CaQfDtMA3FwGwrhDf4d5U=,85,+hn99zuO+DPL4y70YRFhiihQ9SFWu9xUir+DJy8Vi3ZY2ZtcmhlOD/0U0eKVvt31,Zx2YHPSVnQI5onYfFIU1iQOR3APtXjJp9Nu1LIeXuSJuuHPRPL0H23xgSm8xaKFU,2019-04-12,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773.0,2019,2019,0,"(80.0, 90.0]"
454,7NaGdsSQQFx4JgvE30KCckoPtQxMzE8EytgBXM7cWVY0xMsbHpAikgAQzBV6aK3F,e25F+LIPxemjDIjh/X+PR8H/gpxCsIQntlIpnWXKzT7TaHNFHJMANlvoUmBTObFT,PJBQYrD17OmyEWcKRPQRm2ecnevgnisBdnSrT/VRoM4=,72,s6fc453jVi2SEG8SzvNK/yhgXme8XxXWW0jvq/XrDW2QyF6SAIMZW/IeRPZr6GSN,06flqmGK+HbR+W8v0S929sUBdM5P3uq4Tsl+Dsb5ck2NzR5dBWc14zpFd7uhb/gS,2019-03-18,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.719,0.828,6,-5.559,1,0.0613,0.0343,0.0,0.0747,0.634,139.927,228682.0,2019,2019,0,"(70.0, 80.0]"
455,vxMGb42Fu8VLvWCWtkSahssE0uHIfc73a+wMWSBw+Nvj6owMmz7IxYdiC0C//T2A,5hh4E2q275aZrkV63Yy2X7hN5DyzZatl/56aHskKzk0=,dk7HQKbgBWCFnw8OZ+Vd3kPrlaZfJTIskt+1wqBjRGs=,72,ekSCosbzInL+oNRPS0Hn9QUlWzSL9C1EBmsorM0b7S62Z2mB/Q2mJF0Lr5jYxbfM,yZMwAiRac72o+lyYtWccwyoRd2eIb00UFcAexklaThQ=,2019-03-14,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,0.707,96.929,195856.0,2019,2019,0,"(70.0, 80.0]"
456,Pcrzk3zs7RKpIGm/yecPCIQNDFAvrNOxf+BU9mByQWFdGvCdNBKESW+XOvjXa0I6,e0fr+a2JPZ8xDBO+7dsoAfvC+fuqV/4ywBL1u/Om2qg=,tTAUDtG4NSAxNb4HZkCoJ6CaQfDtMA3FwGwrhDf4d5U=,75,HyL1xfUzK6ieRybH7RycyaqTUnvaQ0rCWmiGyn5IDy9LjSSR74rtTJ0uhYs+wquV,sPCIW3+QqNJFz6aHipwBeZ7CHIFeSOWI+lJcA68ZT33tbpZ7aJ9nCeXP3/bhhl5p,2018-08-24,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,222732.0,2018,2018,0,"(70.0, 80.0]"
457,qPYoItbt3QmQb48398R+b/6UKkh4XBgBalvmCw/UUyfjFA86wEqDo6d3GVgKEsiu,tCa8xFh5iqOobTYgc+4KTYRHg1V6+op2YeObZGuAAF859IZYUvtW/wkm5F7RbRrkaE4QDJ9p+7lGRxNB2OndOg==,tTAUDtG4NSAxNb4HZkCoJ6CaQfDtMA3FwGwrhDf4d5U=,65,l5gyGvJ3dW7jWBFuKbbmP0aKNzQEB45uhqDLbIonK79aFMAJmAO40tGEuYjD7Sdo,tCa8xFh5iqOobTYgc+4KTYRHg1V6+op2YeObZGuAAF859IZYUvtW/wkm5F7RbRrkaE4QDJ9p+7lGRxNB2OndOg==,2017-11-24,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.613,0.842,10,-4.332,0,0.219,0.0157,0.0,0.23,0.645,169.917,238726.0,2017,2017,0,"(60.0, 70.0]"
458,ur0eLbcKsCyFxjc1u8EI8Pf5KyQGLZnUM1hCh9A0yTDsDUvzo2HMm9y9T7sT/tHa,zYflviguy4CzLG6HiXcroEqJ1B4m3petpxGSm27kFxs=,sXruRPMurnSySS1CBmNG5N22iPuHigp4/+ltL24BpM4=,63,Hg2SDemEzoxfV9rr5EQPyMHCfJyrjV1WWslz6Bxq9+pn45p1iiciyqhxPaBdNv51,LqIvj1UnKd8PPTLbmFNxK7CVip+R4zhjG0WadcEFYZrjRAGSEL5qS7sZdwrjMHxF,2018-08-02,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.76,0.672,9,-5.277,0,0.0732,0.465,0.0,0.205,0.505,127.986,193734.0,2018,2018,0,"(60.0, 70.0]"
459,JPs/ghLfoFb7F8a1dLK5wkHzuEFlr/o33MQhvK2CtQ4Roxzet8a0Q7Aa8jSXaOlC,4O0nU/VNayifyANdOxACmON0eImQA4BpELVT64G39KjRaFr3nPtf4fG4YcJ0V7Gr,bxfqwCwmCy5MwLArsH/cNZWNsjZA02bHdOpT4DXL66A=,2,oAw3jbasikpiCVPGROuSjsCKkYViBouUsIWg1oHpEc4tasPnvwjy5ckxG7Dsk+on,4O0nU/VNayifyANdOxACmON0eImQA4BpELVT64G39KjRaFr3nPtf4fG4YcJ0V7Gr,2017-06-22,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,213264.0,2017,2017,0,"(-0.1, 10.0]"
460,H8aKtpOlDX8LI8W2FjXMUwG8ra74p1sEW9n/dTPpyZJEoRlY5crNJ15iKSwCd7hC,fn10ctasxjghb2y1YZTYwwLOz8EDIquugyBb0Xrnyo0=,Snc+yzlj3/mfipfgzGwJWBn0FtJt7ynhpBNYUpAXTeE=,71,R/P9sA9hzInhUvcjqZ5S6WRoQSgjTxipwKIaeQVBl+TikTXUVg6fZ8y8b7MgNzX6,erE+Cp1tctZJ9WnQxjwU5qoR9MetYdBVy4+fV/2sidA=,2019-03-25,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617.0,2019,2019,0,"(70.0, 80.0]"
461,sY9phQMKH+fvpEHfNMAMdA6SlZ6B1CCJRw+pXiiSdYFbdhE1Djs5KEMNyQy5NFLP,DNuK8fnWC2r0LJUoVC6ON06HuLFTg8innD3eMM2EpRc=,SiK16U1UoBH0GuY2TUCdZHWycHMxwxVF0qHQGPvoI5I=,48,lb76lSj3a2Kst5VDXvb0mqsqAFhDcUGHVfo8PNYJmPUcSAJGxsTsacfwoFE/oWUN,uKzSWMcfLrJ0eshN8yRb55iNY/teFjqrQ/D9nshmj6U=,2019-10-22,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.652,0.785,6,-4.34,1,0.0448,0.0667,0.0,0.124,0.662,127.016,216640.0,2019,2019,0,"(40.0, 50.0]"
462,jP3X2T75plHJZkXOBAku+VUsuTSUYueIQqFlaPCf3HzjqYVEVUyNXDJJsd/UAYH7,bhC5zA/W0R2e2RPzQ4ZiicSGTXUV5xD1//d/uEauzjY=,CI7elOypFRqYkk74K0ymIY80usCK+5en91Lzyd8gJPo=,68,03tcRwJv75CcPiBbkGFbUe5aFdHvfTTWva7j4EWUA+6ScNSKs6exXjng5GeazRzm,gEvzuh+VfDyWY/KTv4i5JqafOYjELIwdPi70yrubNv+/eQf0g3qWYZ7TWX6uVJLy,2018-03-14,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,210641.0,2018,2018,0,"(60.0, 70.0]"
463,PiCPJEMHx8ZgQfWENGvfsL7oyrXaA8EoVcax10SXPp2ePFGKzjeUrsi4lkiyr9sW,GtrL42dypHNyYQ1D0Smj3pYvdWarlr4kqmjH4QzZM1E=,bxfqwCwmCy5MwLArsH/cNZWNsjZA02bHdOpT4DXL66A=,65,H1iMCKQSMpjhgltsYZQi1MueB4sEMcq/GM3NPnqkb4IXwr6zPDYceqrsyp0qGvXK,Thz3eFqOEQP5yqv9/ZeYTU0KsSr54IEjIOqWe0bXxz4=,2018-06-15,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.6,0.96,4,-1.8198142962335937,1,0.095,0.0426,0.0,0.0882,0.503,109.863,237077.0,2018,2018,0,"(60.0, 70.0]"
464,OI623hBZtF5Af8AzaeSEsyXzX9ghExFhewRHSkmO9GBjqxUuAF6LZbMNzOBxCa7+,jjedu2s87M530vI8sU+LkTUetB8mbGCh/CynNbdVRNU=,dk7HQKbgBWCFnw8OZ+Vd3kPrlaZfJTIskt+1wqBjRGs=,70,9dlWge5gQZp94yKCw4ZLNKWrME6lBZxassUIup12Cc2mN0DMhpLXBliKCY50fO3Y,xv0x0nnnQPzsfZFOTG6V8Xxj0uYSOAwled8b8vRlpQs=,2018-07-16,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.616,0.833,3,-3.314,0,0.067,0.315,0.0,0.175,0.595,97.898,196018.0,2018,2018,0,"(60.0, 70.0]"
465,HOjAvt8DP9n//PMlClnhDwZN9Kn29mjPZHs+bZxn1IaywoYp8VQnGvjxXSLNQ/V+,PWW+rQnsnpUwlxQLG+nkIfq6yWPbDSGQJoVBDAUQY2w=,DYN4dRbPf4A6kHyz9QbwenB3TOSWERBoVY5+tSFRGQk=,66,Ndkhs7QOibQxH2HNHQuX7kjErPheYLSlSzZFOhxoPfyUjrBsguaxvbryIKQzdH3s,mpC/oS3H8uCj1lE6cv5/coqYqRgDYUEBtfgd75xHNBJagK1QXSrdXr0xbFSxfrlK/lgN0eRWnt2eqYPcsX2vag==,2019-03-27,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.76,0.842,6,-5.558,1,0.131,0.0677,0.000123,0.313,0.882,102.987,163509.0,2019,2019,0,"(60.0, 70.0]"
466,7WBTLVWebEhHOjPe4YfJuDvqHaK1+ssLo9+3ztZXMF/JIEfu6vVfCmXDOnd2yLPi,EqXvifhL4bTvqcCu+AK3GCrw7/xtMuyi1Elp6vYJ06M=,tTAUDtG4NSAxNb4HZkCoJ6CaQfDtMA3FwGwrhDf4d5U=,71,yQ1hRwA+tZKnqyehFQUJ984xFnIQiZFvjP0QoDHzsbiSviRi0Wb2lJ0jRO1BA6+l,wWqWl0BroUFnUggSqkXzWMh45URULq+DtqlJVeEAC0h/x6P8R4sF+8Y/0bSXUWcJ,2017-09-18,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819,223123.0,2017,2017,0,"(70.0, 80.0]"
467,mahS+mqIjlQPeW3AYIi/C6e+iqeDllRz+zafIbhv1Lo55vs6gsLS0nrqhfu6JpwB,CWMNSxn/UeX381t1kDVQVMheDucCjLLgfg8Ci4GL9Pk=,0FEb1wi+gSsrqy1UriNP9kDBcdZocKguFKz0Nu9SLF8=,2,Q6ua8e6w5p+GS8m8m7bkfYOpeSDQgerhjT7WgZrLr2SEsESg2KJL1Y92uBLlXFXc,ozxThwRGaS4Zz9uvbeY+BT42ZgsPYbwX6wQuBO2YQbg=,2018-01-18,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.632,0.906,6,-1.8198142962335937,0,0.0494,0.321,0.0,0.223,0.755,129.999,212136.0,2018,2018,0,"(-0.1, 10.0]"
468,LAGavLCicChZLY8TEY//2/w0FKqErNrS3l8DkbHtVy7d84ianaBMZjIwf0zXPvI8,GjZ1Q85E2mdqeqK7RahDkT3y1vGTa5xKs6xgVV1+s0Q=,/lWhlZnD7tbL/zuz3RwLr7yo3fDNXqCWgRnp/OS116A=,7,X7X8vYROMU25vHibQpRbWCUlG0Hnj7WOSRGIBsu3nNcn3AbRQ28lE0qjr1VcbzmN,GjZ1Q85E2mdqeqK7RahDkT3y1vGTa5xKs6xgVV1+s0Q=,2018-11-05,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685.0,2018,2018,0,"(-0.1, 10.0]"
469,/ZuUlq9v7njo+tV65sQTT2iySGGnIRVZ4nPuMhlIMlttxRqH8ADU9PuA3GPIPQte,UCzBzGPcn/uKd++KAqegaghoFtkA7PpUz+OElBNWzZw=,44deSVVQmztpWpW+ypkVx3nEzmhyUoOK/y46mkIJhqk=,69,madTrvnm3PdL5FfNkb7ijlaK/xP6aA9sbZZAkm39M1RVJC48w4vatPLuO2AWBRUC,mTI2c2IAyY0woudfp3ApGn6s4zCo9lNgVs8NpZMR3Hw=,2019-08-27,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.674,0.91,7,-2.898,0,0.0594,0.029,0.0,0.342,0.599,132.04,211320.0,2019,2019,0,"(60.0, 70.0]"
470,CuUdw/cgDC9h14UEZmSSvjWs2aDrNcrA3uzGmqrI8McxJzG0Xj1TLTIqpK2AyxU3,sE5TVCj00jjIiXcTsmhaZyjVufPQOunmZL49OkStbF0=,s0qm0GNpWZn2lCJpK5QMUVaQ2BIuEvmMoJootMGdzPI=,66,yMIQhuiJYzmN1Ancp1sVeYNnVguxaZjBzV5yXikI5FtVbqx+3UXTdIJlncIutoTV,sE5TVCj00jjIiXcTsmhaZyjVufPQOunmZL49OkStbF0=,2018-08-14,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,0.24,104.971,205820.0,2018,2018,0,"(60.0, 70.0]"
471,WT80DkqyPJwE/1ECk+nZijyl5snXCByDtHCkTVsiTi8K3AqybZCPZuCD0n+ExP85,2KdfNpyCukexT79u+R6W5Qb9P3qdmF+J+mqlNKgQsiaa1KHIFEoiZfcAsbts4Nx8,JmjSy6u/p9nK2q25RRkAM1xP+GGJ9OMP7ZBzAK6usR0=,1,lnPsV6/8F1mSU9LzzWuKUR7Q26mJkIPmlJ3FL6MZSGod0sXJ8lsfFJZxGmW6SFZM,U3cR7mgjG99JntL1+Gk6IUR+6iUueq0G4OdZ+aFoV8xPTA1Kw3GuD0toeidEIvqp,2016-09-27,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.7,0.873,1,-2.901,1,0.0869,0.0148,0.0,0.343,0.612,99.972,193579.0,2016,2016,0,"(-0.1, 10.0]"
472,mYrCxDqjEew/LGjUJShtq5fPYb1XqQxbxmY5BH/iZgBFZbINjZTvbN5kaTE5eP2L,emW2QCJB4dkrLaTPHgVp1/NlSIArB6SQOo273t+rbNw=,pMsT72RQ1zVL0/toMThZpuf4s7H3IUXMNvAGhJETjmo=,64,f/N5wDGN0aAihDav0pHxnKwowBYZFPKrH1AjOQCoAq/OJL5E9aCez+eaZJ+aaaVl,emW2QCJB4dkrLaTPHgVp1/NlSIArB6SQOo273t+rbNw=,2019-05-30,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.752,0.804,11,-3.512,0,0.0656,0.022,1.76e-05,0.0865,0.795,146.943,193253.0,2019,2019,0,"(60.0, 70.0]"
473,gSisQypCNH/j534K89rA3lWFw00JH5j4D9DKEf4X5+YklGSLu3a/p9aYMSJ3Iu1w,vUbm1XNqz3czaKjyOM6LiIdfxNOXdrjH47R8rRUEcLM=,/vA9LAoRaasGvCcULNlm3BHLhnbZa5FNJcS4SIhr/mk=,66,J8A0FaOPhqoDIJQRkF3ONXHUPlUuLLEw+IgCAs63CnueCZvEUeNLmKLgl59FW6YC,lugaf96hK8gZ9tTyjxH49s2uvwWDH2xE8rLe07FpYYbL8yPy5ROGVAuPLg6kWsjS,2018-06-26,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.725,0.94,5,-2.32,0,0.0435,0.115,0.00431,0.0864,0.905,127.051,208475.0,2018,2018,0,"(60.0, 70.0]"
474,ymmXTM0cDuIPkmahOShDwpy8Fz0umnr/GKl0qv6VrMw+8vgxJ04pzlzVszHghHEa,dykCAkH8NMCcvw8D5f0ABdYByc1glwqCfwTY4j5qmZY=,43LTbBjN3SkehDQARzzPhruKNhZJk6Nnt3inuorCFZo=,60,Bqja+S9p90oMn3Fg3ks+tlg5wSRvpQ8OaV+opYY1M+LisznsV6i0HvvSdkR6d/0Q,mBSKSpLwbKU3vVldmjqhhEfaoShrkLhtZ9XyICfHtSw=,2017-11-08,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.0,0.0679,0.751,114.285,205821.0,2017,2017,0,"(50.0, 60.0]"
475,l4BqC+GTZzCJEpQegjruMDbsS5SVcV2wAQHX80GTb0vw/TtFby88L4Nl3UFN1pQe,2jnm6Ji/4J4XxUMhaJt9THHvx4GDRaV3Y5EyC+lFnMg=,dk7HQKbgBWCFnw8OZ+Vd3kPrlaZfJTIskt+1wqBjRGs=,67,Bz3ue5U7b3bUWcDHqVXj1B7mCopQoXCpAMs1hUgATJjgPvKbTUUR8cOmyG8cphO8,3eQW6rVyQcutZJiqEucvSOosJoQv27kFpLNGBCBstjk=,2018-03-07,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.58,0.773,9,-3.302,0,0.05,0.656,0.0,0.112,0.506,124.148,211237.0,2018,2018,0,"(60.0, 70.0]"
476,ybbD/FMZ9n04Ylk1tqsVlIjZFY+9YBlkn1NL0kqakltjpopH+OEjmazbAp83pCv7,om/UFxTn8gTXipUy5cCit8u458xw5QrhGjnmQJ0dbik=,/JXxOPTR0o9HLN23Ne9GBLQAkghaFlHeIwSPFhetC1g=,0,raLe2VrZEW9ses7RQviYX84bgFjUJFGNvzZhXBlH6fW6y3YkD+fca7kdrhnkDyzy,enjfcBUZakdEtL0ZOr45A9t/d/i4tikZ2nkLY63BZ6w=,2018-09-26,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.605,0.894,9,-3.885,0,0.0385,0.0119,0.0,0.0887,0.545,122.051,197252.0,2018,2018,1,"(-0.1, 10.0]"
477,KlyeHsjhlkM2fXrzjy69b21Qj0juDP6GXcpE6pvYZLjdWjhvlCP+XVaLogbtSDQz,4Kg36f6bOTgdQth2jAaN1RVOfmxYTlS4SF5IbE4cWZU=,0isYAtExAo68nvnotszGO1+iXzwG+U2aGZ7RoiAQ5Tg=,66,ZH2t7Ofm/3kyl7xBVYsYNsv6jXW1xXkhAhg3cf4tT8rMAGbEVW04dAYvXx8UrvPh,4Kg36f6bOTgdQth2jAaN1RVOfmxYTlS4SF5IbE4cWZU=,2019-08-05,smzOr3Z4VOnZ5MLEzVnRxxFWTxBRWJksUrvJfCfElw5cIE35Ln3ES3xon7zEJF+c,Ii3TPU0D9tlrxXXwlECj/i+MwjRpoqtxP4JBJS3za9KZ8alX6we9rmGJf08/I2Nv,pop,dance pop,0.615,0.904,9,-3.955,0,0.221,0.0881,0.0,0.117,0.692,130.047,203493.0,2019,2019,0,"(60.0, 70.0]"
